Token.ID	Context	Variant	Recipient.lemma	Theme.lemma	Recipient.type	Theme.type	Recipient.cluster_number	Recipient.silhouette	cluster_combo	Recipient.medoid_label	Theme.cluster_number	Theme.silhouette	Theme.medoid_label	Recipient.medoid	Theme.medoid	tree_cluster
dat-3009	B: I mean, //A: You know, even if they give it a shot, it's still going to be black market all over the place, you know, //B: That's right. That's right.	ditransitive	it/pp	shot/nn	P	N	14	0.4634987	it/pp-these/dd	it/pp	14	-0.071602374	these/dd	it/pp	other	NA
dat-3010	A: Uh, they essentially, no I sure don't {talking to someone else}, {resumes talking to B} uh, they essentially, uh, they essentially, uh, made me the offer and then, and then, uh, did the drug testing thing after that. So, uh, it was one of those things where you go through the, the general battery of all their tests and, and then, they essentially give you the offer -- //B: Uh-huh. //A: -- and then at that point they'll, they'll ask you to go to a drug testing	ditransitive	you/pp	offer/nn	P	N	7	0.17207849	everybody/pn-discount/nn	everybody/pn	0	0.3658454	discount/nn	everybody/pn	discount/nn	5
dat-3011	A: Uh, it, it really, uh, I should say one arm giving another arm a transfusion through a leaky tube #because,#	ditransitive	arm/nn	transfusion/nn	N	N	4	0.41798607	advance/vv-drug/nn	advance/vv	1	0.5825088	drug/nn	advance/vv	drug/nn	3
dat-3012	A: Yeah. Uh, my, my opinion of taxes is that we just send money to Washington or to the state and they say they are going to send some back, it's like giving yourself a tra-, it's like one arm giving the other a transfusion. //B: Yeah.	ditransitive	other/nn	transfusion/nn	N	N	5	0.4275857	people/nn-drug/nn	people/nn	1	0.5825088	drug/nn	people/nn	drug/nn	3
dat-3013	A: Yeah. //B: Um, one thing that I've kind of been following that I, I'd really, I'm kind of waiting for it, and I, maybe after the presidential elections we'll see it, and that is for President Bush to, uh, see if he can, see if he can give the line item veto a try.	ditransitive	veto/nn	try/nn	N	N	0	0.3887739	candidate/nn-one/pn	candidate/nn	5	0.30344746	one/pn	candidate/nn	one/pn	9
dat-3014	B: So, uh, uh, to give you an example, uh, we will go out of the printing media. I know of cases where, uh, we have one television media where they will show [noise] clippings from one event and describe another event but, with the the attempt to give you the impression that what they're talking about is the same thing they are showing you.	ditransitive	you/pp	example/nn	P	N	7	0.17207849	everybody/pn-these/dd	everybody/pn	14	0.010267865	these/dd	everybody/pn	these/dd	5
dat-3015	A: -- and why give him this part also? //B: Yeah, that just uh, I mean for for one person I am sure they have studied the law and have been involved in it for so long, but still I think it's, this is suppose to be a system of government by the people even though that's kind	ditransitive	him/pp	part/nn	P	N	7	0.46108976	everybody/pn-these/dd	everybody/pn	14	0.15771891	these/dd	everybody/pn	these/dd	5
dat-3016	B: -- weather better, but the oil, the, the, uh, Goodyear store won't even, they say they can't give you the oil. They say it's against the federal law now and that they have to charge the waste recycling fee. //A: My goodness.	ditransitive	you/pp	oil/nn	P	N	7	0.17207849	everybody/pn-plant/nn	everybody/pn	6	0.4740977	plant/nn	everybody/pn	plant/nn	5
dat-3017	A: I don't know if that, that would make sense. I guess, uh, I guess what people do, I guess the government's incentive now is to create incentives so that people will do more, I guess house building or buying homes, or, you know, because if they give them br-, tax break on their interest. //B: Yeah. //A: Because I have a break on our interest. I mean all our, our all our	ditransitive	them/pp	break/nn	P	N	7	0.2620939	everybody/pn-book/nn	everybody/pn	13	0.54026836	book/nn	everybody/pn	book/nn	5
dat-3018	what's the campaign. The campaign is four guys go against each other and there's no advertising. Those people I can believe are doing it because they want to change the process [talking] but when you're talking about having to spend tens of millions of dollars to get elected and then being in the pockets of all these people who gave you the money and then having to regard how to rep-, you know, how to, uh, do for yourself. I think, I, I really think that, it's not so much that corrupt people go into it as that the process corrupts.	ditransitive	you/pp	money/nn	P	N	7	0.17207849	everybody/pn-discount/nn	everybody/pn	0	0.5298119	discount/nn	everybody/pn	discount/nn	5
dat-3019	B: ((I'm on a, I'm on a)) cordless. //A: Oh, you are? //B: It's giving me some trouble. [static] Jeez. ((That make it better)). //A: Uh, all set?	ditransitive	me/pp	trouble/nn	P	N	7	0.44839486	everybody/pn-these/dd	everybody/pn	14	-0.11861191	these/dd	everybody/pn	other	5
dat-3020	story, but it was, it was just an incredibly humiliating experience what I went through, and it amounted to, uh, going in, uh, before any of these interviews, I'm not even working for this company, I'm going in for, like, interviews and they flew me out to Chicago and, and, uh, before I went into any of the interviews, uh, they took me to the doctor to give me a physical. They said it was going to be a physical, you know, and, uh, actually bec-,	ditransitive	me/pp	physical/nn	P	N	7	0.44839486	everybody/pn-discount/nn	everybody/pn	0	0.34018046	discount/nn	everybody/pn	discount/nn	5
dat-3021	B: No, huh-uh. My hu-, uh, ex-husband's, this is, just happened a couple of weeks ago. He's my ex-husband but just a few months ago when he was my husband, uh, his father gave us this car and everything is wrong with it. I mean, the power steering fluid leaks, the oil leaks, the brake fluid leaks, #you know,#	ditransitive	us/pp	car/nn	P	N	7	0.17421363	everybody/pn-bag/nn	everybody/pn	8	0.2964933	bag/nn	everybody/pn	bag/nn	5
dat-3022	A: Uh, uh, from my father. //B: Oh, really [laughter]? //A: Yeah, he had, he had given me the information and I said, um, that's interesting, so I thought I'd, uh, get involved and see what's going on with it. //B: Yeah, kind of curious because I'm, some people found about it ((on the))	ditransitive	me/pp	information/nn	P	N	7	0.44839486	everybody/pn-these/dd	everybody/pn	14	0.21458472	these/dd	everybody/pn	these/dd	5
dat-3023	B: And the chances for things getting out of control and another fascist type of regime rising are quite good. Uh, anyone at this point who can give them food, security and make them, you know, feel some pride again, could become a major threat. Especially some of these republics which are striving to become independent from central Moscow and that kind of administration. Uh, and if we don't get our tushes in there [thumping] and spend more effort and money	ditransitive	them/pp	security/nn	P	N	7	0.2620939	everybody/pn-service/nn	everybody/pn	4	0.30857047	service/nn	everybody/pn	service/nn	5
dat-3024	seems that everything is more serious -- //B: It's more complicated. //A: -- it's more complicated, it's emotional. It's not a matter of giving them a lollipop anymore, //B: [Laughter].	ditransitive	them/pp	lollipop/nn	P	N	7	0.2620939	everybody/pn-orange/nn	everybody/pn	11	0.5203229	orange/nn	everybody/pn	orange/nn	5
dat-3025	A: I imagine the activities we, uh, encounter with our kids are quite different at #this point.# //B: #They probably are# [laughter]. But maybe you can give me some insight and I can remind you of the [laughter] old times, huh. //A: Oh, I remember them fondly. It seems like th-, the, b-, like young children, uh, destroy your sleep and older children destroy your life	ditransitive	me/pp	insight/nn	P	N	7	0.44839486	everybody/pn-doubt/nn	everybody/pn	9	0.11563564	doubt/nn	everybody/pn	doubt/nn	5
dat-3026	B: And then what happened was, is, you know, they gave her a call because they knew that she was my baby-sitter. Called her and they said, uh, [swallowing] that he's sick. Well she wasn't home.	ditransitive	her/pp	call/nn	P	N	7	0.21008055	everybody/pn-book/nn	everybody/pn	13	0.40145975	book/nn	everybody/pn	book/nn	5
dat-3028	A: # and it seems # like all he is, is a medi-, medi-, mediator, of the whole thing. //B: But then if, if you give him too much power, you know, who knows, I mean, we got crooked cops, //A: Well, that's true,	ditransitive	him/pp	power/nn	P	N	7	0.46108976	everybody/pn-power/nn	everybody/pn	12	0.44975743	power/nn	everybody/pn	power/nn	5
dat-3029	B: But, since there is much that needs to be done here. //A: I think that, yeah, I think that we need to really address what we've done here and, and then perhaps even a six month tour overseas that gives them much broader outlook. //B: Uh-huh.	ditransitive	them/pp	outlook/nn	P	N	7	0.2620939	everybody/pn-discount/nn	everybody/pn	0	0.30387	discount/nn	everybody/pn	discount/nn	5
dat-3030	B: Right. Yeah, uh, there's, there's a couple places around here that we'll go back to now and again. Um, [throat_clearing] one being a Chinese food place and, and another being another Mexican food place, and it just seems that, if the, if the help is, is good, and they're like they're supposed to be, that, you know, you're tempted to give the food a second try. //A: Uh-huh. //B: But not the people --	ditransitive	food/nn	try/nn	N	N	8	0.5196914	business/nn-one/pn	business/nn	5	0.30344746	one/pn	business/nn	one/pn	8
dat-3031	B: Oh there you go. //A: You can do much better. I'm glad you're, you're taking care of it yourself. I, I think trading it in, they just use that as additional, they may give you supposedly a better deal on your new car you're buying, but they just, are going to give you that much less for your trade in. //B: Well that's fact. //A: What I think. So,	ditransitive	you/pp	less/da	P	D	7	0.17207849	everybody/pn-discount/nn	everybody/pn	0	0.20482273	discount/nn	everybody/pn	discount/nn	5
dat-3032	A: After he pulled all my for wheels off, he says, you're going to need new brakes. So I said, Well, what is that going to cost. So he said, Well, let me figure it out. So he says, Well, probably a couple of hundred dollars. So I says, Well, I said, that isn't too bad, why don't you go ahead and do it. So he, but I says give me an est-, a written estimate. So he went around, and he says, Well, your back drum is no good, I can't turn it down, because it's oversize, and you need new this, and you need new that, and he come up with a bill of seven hundred and forty-eight dollars. I've got a [laughter],	ditransitive	me/pp	estimate/nn	P	N	7	0.44839486	everybody/pn-discount/nn	everybody/pn	0	0.2491972	discount/nn	everybody/pn	discount/nn	5
dat-3033	jugs [laughter] before you take them up there. //B: You're supposed to what. //A: Every time he turns around I'm giving him some new rule, //B: But what are you supposed to do with them. //A: where you're supposed to squish up the, you know, like collapse the	ditransitive	him/pp	rule/nn	P	N	7	0.46108976	everybody/pn-appeal/nn	everybody/pn	7	0.14174053	appeal/nn	everybody/pn	appeal/nn	5
dat-3034	A: Uh-huh. I used to live in Virginia, and I know when they first reinstated capital punishment it was only, um, if someone killed a police officer or someone committed rape and then murder. Those were the only two circumstances where you could give someone the death penalty, which I think is a little too limited. //B: I tend to agree with you there. Um, my belief is that, is that, um, any crime that's freely committed, you know freedom of choice --	ditransitive	someone/pn	penalty/nn	I	N	11	-0.124683365	person/nn-appeal/nn	person/nn	7	0.57604283	appeal/nn	other	appeal/nn	3
dat-3035	A: Uh-huh. //B: -- you know, the death penalty and such. //A: If they give them all the information. I don't know, when it comes to sentencing phase, I guess they tell them if a guy, if the person has a previous record and stuff. //B: Uh-huh.	ditransitive	them/pp	information/nn	P	N	7	0.2620939	everybody/pn-these/dd	everybody/pn	14	0.21458472	these/dd	everybody/pn	these/dd	5
dat-3036	goes out and kills somebody, he's not going to be reformed, he's not going to get any better, you know, it's, it's not going to, [breathing] it's just not going to get any better. And, and the only thing, [breathing] you know, a lot of people have the opinion that, you know, don't, don't have capital punishment, but give them life in jail and, you know, I could go along with that, if, if I could be assured that it would be their natural life in jail and not parole after ten, //A: Yeah.	ditransitive	them/pp	life/nn	P	N	7	0.2620939	everybody/pn-doubt/nn	everybody/pn	9	0.3218504	doubt/nn	everybody/pn	doubt/nn	5
dat-3037	A: Right, so he'll be able to give them the maximum sentence, in some cases there.	ditransitive	them/pp	sentence/nn	P	N	7	0.2620939	everybody/pn-appeal/nn	everybody/pn	7	0.5962913	appeal/nn	everybody/pn	appeal/nn	5
dat-3038	A: Yeah, plus, you know, th-, the, uh, the wheel base, uh, the, the way it is right now the all wheel drive, d-, it's a little bit higher up off the ground, but they're going to raise it three more inches up, and, //B: That'll give you a little extra. //A: little bit more clearance.	ditransitive	you/pp	extra/nn	P	N	7	0.17207849	everybody/pn-discount/nn	everybody/pn	0	0.373016	discount/nn	everybody/pn	discount/nn	5
dat-3039	A: -- family. I mean they spent lots of money on, //B: Uh-huh. //A: they gave each other these beautiful things. They gave -- //B: Oh, dear.	ditransitive	NA	things/nn	I	N	NA	NA	NA-live/nn	NA	10	0.475586	live/nn	NA	live/nn	NA
dat-3040	B: you'll find, //A: # Yeah. # //B: # it's # going to be great though. It makes, it gives you a good feeling when you've got, clean out the stuff #and# -- //A: #You# #know,#	ditransitive	you/pp	feeling/nn	P	N	7	0.17207849	everybody/pn-doubt/nn	everybody/pn	9	0.52353567	doubt/nn	everybody/pn	doubt/nn	5
dat-3041	{Man's voice in background}. //A: And with pro ball, you mean? //B: No, with, uh, when he quits, they'll give him a million dollars. {Man's voice in background}. //A: Who will? The opponents? [laughter]. //B: Denny C-, uh, uh, Louisville University. The university gives him a million dollars when he quits.	ditransitive	him/pp	dollar/nn	P	N	7	0.46108976	everybody/pn-discount/nn	everybody/pn	0	0.2583885	discount/nn	everybody/pn	discount/nn	5
dat-3042	{Man's voice in background}. //A: And with pro ball, you mean? //B: No, with, uh, when he quits, they'll give him a million dollars. {Man's voice in background}. //A: Who will? The opponents? [laughter]. //B: Denny C-, uh, uh, Louisville University. The university gives him a million dollars when he quits.	ditransitive	him/pp	dollar/nn	P	N	7	0.46108976	everybody/pn-discount/nn	everybody/pn	0	0.2583885	discount/nn	everybody/pn	discount/nn	5
