Token.ID	Context	Variant	Recipient.lemma	Theme.lemma	Recipient.type	Theme.type	Recipient.cluster_number	cluster_combo	Recipient.medoid_label	Recipient.silhouette	Theme.cluster_number	Theme.medoid_label	Theme.silhouette	Recipient.medoid	Theme.medoid
dat-2847	Turkey and, they sort of just meander around but they, they hold true that Northern Iraq is theirs. And, uh, I don't know, it, it was certainly foreseeable right after the war, I mean it should have been obviously, if it was to me it should have been obviously to the people in Washington there should have been some plans to try to give them some aid, I mean we helped the Afghanistan's, there's know reason why we shouldn't help the Kurds, it didn't have to involve troops, could have just given them, uh, you know, supplies. //A: Yeah. But he's just shooting them and they just killing them off.	ditransitive	them	aid	P	N	1	myself-access	myself	0.32372108	1	access	0.32233003	myself	access
dat-2848	worth anything [laughter]. //B: Oh. //A: I'll give you a nickel for it, you know [laughter]. //B: [Laughter] Right. Right. //A: And e-, even some of the rare coins that a lot of people have never even //	ditransitive	you	nickel	P	N	10	anything-worth	anything	0.28544724	9	worth	0.5069502	anything	worth
dat-2849	debt like, uh, some people do. //A: Uh-huh. //B: It's just that since my money is tight right now, I don't even give myself a tempting. //A: Uh-huh.	ditransitive	myself	tempt	P	N	1	myself-one	myself	0.28017694	14	one	0.59525466	myself	one
dat-2850	B: My answer is no thank you, I don't need it. And they say, well don't you want to know what's free, and I s-, no [laughter]. If I have to give them so much to answer the questions to get fifty rolls of film or something like that, they're taking something away from me and I don't like that.	ditransitive	them	much	P	I	1	myself-worth	myself	0.32372108	9	worth	0.42180485	myself	worth
dat-2851	B: See I joined, uh, when this one down here opened up, I joined as a V I P. And the V I P gives you, uh, oh, [lipsmack] gives you a diet, a computerized diet. And they go over all your health and all your history, and they show you how, everything to do, and how to do it, and the whole nine yards. So it became part of the package, so I went through it. #It worked out well.#	ditransitive	you	diet	P	N	10	anything-transfusion	anything	0.28544724	7	transfusion	0.24278349	anything	transfusion
dat-2852	A: -- uh, to see, you know, and I said, I, if you don't give me an appointment, I'm just going to go to an emergency visit, to emergency room and, and send you guys the bill.	ditransitive	me	appointment	P	N	1	myself-broadcast	myself	0.13377228	4	broadcast	0.21220139	myself	broadcast
dat-2853	B: you know, and you, you can see a baseball bat in the back of the car and nobody, no cops going to give you a ticket for a baseball bat in the back of your car. //A: That's a very deadly weapon.	ditransitive	you	ticket	P	N	10	anything-drainage	anything	0.28544724	2	drainage	0.059752513	anything	drainage
dat-2854	B: Uh-huh. //A: And then, one of them said, well, everything is great, but I'm going to give it thumbs down. And they go, but why? Because it's like, the end is, like, really depressing. And so, //B: Oh.	ditransitive	it	thumbs-down	P	N	10	anything-thrust	anything	0.5251231	0	thrust	0.09743557	anything	thrust
dat-2855	want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give me a backpack. //B: Yeah, that's something that you can use. //A: Right, because I, I needed a backpack. So, he gave me a backpack, and I, I knew he needed an alarm clock. //B: Yeah.	ditransitive	me	present	P	N	1	myself-pat	myself	0.13377228	3	pat	0.21063742	myself	pat
dat-2856	want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give me a backpack. //B: Yeah, that's something that you can use. //A: Right, because I, I needed a backpack. So, he gave me a backpack, and I, I knew he needed an alarm clock. //B: Yeah. //	ditransitive	me	backpack	P	N	1	myself-pat	myself	0.13377228	3	pat	0.40057948	myself	pat
dat-2857	want. And I said, I want a backpack. //B: Yeah. //A: You kno-, no, I told him yo-, if you want to give me a present for Christmas give me a backpack. //B: Yeah, that's something that you can use. //A: Right, because I, I needed a backpack. So, he gave me a backpack, and I, I knew he needed an alarm clock. //B: Yeah. //	ditransitive	me	backpack	P	N	1	myself-pat	myself	0.13377228	3	pat	0.40057948	myself	pat
dat-2858	A:  And so sometimes you wear, you know, the shirts from, from the gym every day of the week. //B:  Yeah. //A:  The only thing is that you can tell them apart because they have the year that they were bought in -- //B:  Uh-huh. //A:  -- so, I mean, you don't feel as bad, because, it's like, they, they give you different year sometimes, you know, so you're wearing, you know, sometimes you're wearing eighty-nine, the other times, sometimes you're wearing ninety-one, the other times you're wearing, you know, eighty-six.  So, it's okay, you know.	ditransitive	you	year	P	N	10	anything-minute	anything	0.28544724	8	minute	0.62803864	anything	minute
dat-2859	like sixteen seconds to go. //B: Huh. //A: The-, they gave him the ball, he took the shot, he makes it he's a hero, if he misses it he's a goat. He made it. //B: Huh. Made it.	ditransitive	him	ball	P	N	1	myself-pat	myself	0.2585908	3	pat	0.45592237	myself	pat
dat-2860	B: okay, to g-, to give you some perspective, this, this town that I had lived in for sometime in nineteen eighty-three was funded sixty-five per cent by state funds. //A: Yeah.	ditransitive	you	perspective	P	N	10	anything-experience	anything	0.28544724	6	experience	0.4351549	anything	experience
dat-2861	B: For, and he only heard very, you know, piddly type cases. Most of it was, uh, robberies or things like that, you know, it was not any serious crimes. So apparently even for the smallest crimes, they give the person the, you know, any felony anyways. //A: Yeah. Well, I guess we, //B: Th-, they give the person the option for a jury. //A: Yeah. I guess we always focus on criminal trials with th-, with the jury. But I know you have a right to ask for a jury in,	ditransitive	person	felony	N	N	14	man-jurisdiction	man	0.314142	5	jurisdiction	0.66246396	man	jurisdiction
dat-2862	B: [TV] Uh-huh, or it could be like the draft where, you know, before they draft you, they ta-, uh, you get a physical anyway. So when they send you a draft notice and then they give you a physical and if there's nothing physically wrong with you, then you're drafted. It doesn't matter how rich you are.	ditransitive	you	physical	P	N	10	anything-discount	anything	0.28544724	10	discount	0.18538746	anything	discount
dat-2863	B: Yeah. //A: And I think a lot of it, uh, that's, //B: # As long as they give you another shot.# //A: # why the type of test is important. # //B: Yeah.	ditransitive	you	shot	P	N	10	anything-pat	anything	0.28544724	3	pat	0.19696781	anything	pat
dat-2864	B: -- all that black ink. Huh-uh, no, give me a break dude.	ditransitive	me	break	P	N	1	myself-broadcast	myself	0.13377228	4	broadcast	0.46965617	myself	broadcast
dat-2866	A: Yeah. //B: That's the only fallback I see because I've seen, like when the Vietnamese come over, they get, they have stores. And, you know, Uncle Sam done bought, uh, uh, you know, Uncle Sam had to pay for it. They gave them that loan. But people over here can't even get a small business loan like that. //A: Yeah.	ditransitive	them	loan	P	N	1	myself-discount	myself	0.32372108	10	discount	0.51247454	myself	discount
dat-2867	on the weekend -- //A: Uh-huh. //B: -- and they give you the uniform. //A: Yeah. //B: So it, it's supplied --	ditransitive	you	uniform	P	N	10	anything-pat	anything	0.28544724	3	pat	0.4724704	anything	pat
dat-2868	A: working part-time right now. //B: Uh-huh. //A: Um, but still, it gives it some variety. //B: Uh-huh. //A: Add different blouses and scarves and belts and things like that.	ditransitive	it	variety	P	N	10	anything-list	anything	0.5251231	12	list	-0.05942864	anything	other
dat-2869	A: Because there just cannot always be landfills. Uh, my, we have always saved aluminum, just absolutely forever, and, uh, I'm saving, uh, paper now and glass. Our biggest problem is that no one will take the paper. It gets really difficult to find someone. In fact, now I'm donating it to a local church, and by giving it to them, they take it at masse and then our junk dealer gives them ten dollars just because they've, they're a church and he writes it off as a donation. But it's a real problem with, with the paper to find that outlet for it after you've got it stacked up.	ditransitive	them	dollar	P	N	1	myself-worth	myself	0.32372108	9	worth	0.4736656	myself	worth
dat-2870	B: Well, if they're not reporting the income now, they're still not paying it, so what's the point? //A: Well, if, if it's left in the hands of the grocer, he doesn't care whether, you know, this guy giving him the money, you know, pays taxes or not. But he's going to have to pay that percentage. See what I'm saying?	ditransitive	him	money	P	N	1	myself-worth	myself	0.2585908	9	worth	0.121118724	myself	worth
dat-2871	A: As well as, some of the, the arguments on, you know, a guy gets arrested for D W I. Well, depending upon what the guy says he's going to say in court, regardless of the truth, what the guy says he's going to say is, you know, fifteen minutes later before they gave me the test, and all these kinds of things, and you could probably get away, you know, get off on it. So, they just plea bargained it out,	ditransitive	me	test	P	N	1	myself-transfusion	myself	0.13377228	7	transfusion	0.41214678	myself	transfusion
dat-2872	or, you know, a little bit of work here and work there, //B: {Very faint} Uh-huh. //A: give it a taste, instead of just stamp the clock, stamp the clock, and forget about it give me my paycheck. //B: Right. //A: Um, though there are jobs, of course, that exist that way here, uh, they	ditransitive	me	paycheck	P	N	1	myself-discount	myself	0.13377228	10	discount	0.37908173	myself	discount
dat-2873	B: Well, and, and I think in the, in the, in the much bigger picture than, uh, to some extent hospitals and doctors have some, uh, fixed amount and, if, if you don't work for somebody that's got enough clout to, to, uh, uh, give you, you know, give you these rates and make this agreement -- //A: Uh-huh. //B: -- then, uh, you're not covered by that, and, and the added costs get	ditransitive	you	rates	P	N	10	anything-NA	anything	0.28544724	NA	NA	NA	anything	NA
dat-2874	B: Do they budget at all? I mean do you have them on an #allowance?# //A: #I give # them a, I give them an allowance and they, uh, I basically give my son ten dollars a week and I put half of it in the bank and I give , give him the other half in cold cash. //B: Yeah.	ditransitive	son	dollar	N	N	5	husband-worth	husband	0.08471727	9	worth	0.4736656	husband	worth
